Order ID,Customer Name,Customer Id,Age,Gender,Category,Sub Category,Region,State,City,Order Date,Time,Payment Method,Sales,Quantity,Discount,Profit,Rating
OD1932,Sudha,38,31,Female,"Eggs, Meat & Fish",Chicken,West,Tamil Nadu,Tenkasi,2017-10-21,19:50:22,Ewallet,1074,21,0.27,75.18,10.0
OD1933,Esther,10,62,Male,Oil & Masala,Spices,West,Tamil Nadu,Virudhunagar,2018-09-15,16:17:24,Ewallet,620,28,0.32,130.2,6.0
OD1934,Malik,22,74,Male,Oil & Masala,Spices,West,Tamil Nadu,Coimbatore,2016-11-20,17:53:21,Cash,786,38,0.12,165.06,10.0
OD1935,Anu,7,27,Female,Beverages,Soft Drinks,West,Tamil Nadu,Perambalur,2016-07-06,11:32:55,Ewallet,2452,26,0.25,196.16,2.0
OD1936,Adavan,1,31,Male,Beverages,Soft Drinks,West,Tamil Nadu,Dindigul,2015-12-21,12:20:56,Cash,696,12,0.1,34.8,10.0
OD1937,Jonas,18,37,Male,Beverages,Soft Drinks,West,Tamil Nadu,Vellore,2017-06-09,18:50:56,Ewallet,697,12,0.35,209.1,8.0
OD1938,James,17,33,Male,Beverages,Health Drinks,West,Tamil Nadu,Dindigul,2017-11-11,12:06:37,Cash,801,2,0.25,72.09,9.0
OD1939,Peer,25,51,Female,Beverages,Health Drinks,West,Tamil Nadu,Chennai,2015-12-27,08:42:35,Cash,1099,29,0.19,54.95,7.0
OD1940,Veronica,44,26,Female,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Dindigul,2018-09-15,08:58:45,Ewallet,2123,9,0.28,106.15,8.0
OD1941,Harish,13,53,Male,Food Grains,Dals & Pulses,West,Tamil Nadu,Theni,2017-07-08,19:52:31,Cash,1331,1,0.11,572.33,10.0
OD1942,Sudha,38,31,Female,Bakery,Cakes,West,Tamil Nadu,Bodi,2015-07-26,11:42:36,Cash,1118,15,0.16,167.7,1.0
OD1943,Sudha,38,31,Female,Oil & Masala,Spices,West,Tamil Nadu,Kanyakumari,2016-11-14,08:51:50,Ewallet,2055,49,0.32,883.65,10.0
OD1944,Adavan,1,31,Male,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Vellore,2015-06-08,16:34:01,Ewallet,1008,24,0.29,262.08,6.0
OD1945,Ridhesh,29,12,Male,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Viluppuram,2017-12-25,15:47:14,Credit card,2374,9,0.1,546.02,9.0
OD1946,Vince,46,40,Male,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Cumbum,2015-08-23,18:03:09,Cash,1372,39,0.26,96.04,1.0
OD1947,Suresh,40,45,Male,Food Grains,Dals & Pulses,West,Tamil Nadu,Tenkasi,2018-08-21,08:21:19,Cash,811,21,0.24,308.18,9.0
OD1948,Kumar,21,22,Male,Food Grains,Atta & Flour,West,Tamil Nadu,Madurai,2018-08-14,08:06:43,Credit card,1142,24,0.14,376.86,1.0
OD1949,Komal,19,54,Female,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Theni,2017-09-02,14:36:01,Cash,2284,12,0.27,799.4,8.0
OD1950,James,17,33,Male,Bakery,Biscuits,West,Tamil Nadu,Trichy,2018-05-23,08:12:40,Cash,1650,15,0.11,181.5,5.0
OD1951,Shah,33,26,Male,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Cumbum,2015-11-12,19:26:58,Cash,2232,26,0.14,424.08,10.0
OD1952,Sabeela,32,56,Female,Snacks,Noodles,West,Tamil Nadu,Tenkasi,2016-10-20,13:58:14,Cash,1999,26,0.21,219.89,1.0
OD1953,Amrish,5,30,Male,Beverages,Soft Drinks,West,Tamil Nadu,Salem,2017-06-11,10:47:49,Credit card,590,12,0.35,88.5,4.0
OD1954,Vince,46,40,Male,"Eggs, Meat & Fish",Chicken,West,Tamil Nadu,Vellore,2017-12-03,16:14:00,Ewallet,1515,15,0.27,424.2,1.0
OD1955,Veronica,44,26,Female,Food Grains,Organic Staples,West,Tamil Nadu,Cumbum,2016-04-13,16:53:38,Cash,912,14,0.26,72.96,9.0
OD1956,Willams,48,24,Male,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Perambalur,2015-01-27,08:56:21,Ewallet,1394,5,0.25,97.58,10.0
OD1957,Arutra,8,34,Female,Beverages,Soft Drinks,West,Tamil Nadu,Perambalur,2015-03-03,19:24:10,Ewallet,2413,34,0.28,530.86,8.0
OD1958,Yusuf,50,57,Male,Oil & Masala,Masalas,West,Tamil Nadu,Madurai,2016-10-25,12:50:34,Cash,720,21,0.24,244.8,1.0
OD1959,Kumar,21,22,Male,Beverages,Soft Drinks,West,Tamil Nadu,Tirunelveli,2017-09-25,18:36:02,Cash,1016,12,0.22,71.12,5.0
OD1960,Ram,26,39,Male,Bakery,Biscuits,West,Tamil Nadu,Salem,2015-11-25,12:09:59,Ewallet,1819,21,0.27,218.28,10.0
OD1961,Ramesh,27,39,Male,Oil & Masala,Spices,West,Tamil Nadu,Virudhunagar,2018-12-29,08:29:31,Credit card,2284,9,0.2,433.96,8.0
OD1962,Amy,6,17,Female,Oil & Masala,Spices,West,Tamil Nadu,Trichy,2015-08-15,10:20:00,Cash,1219,18,0.27,377.89,8.0
OD1963,Surya,41,40,Male,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Salem,2016-11-14,09:10:12,Ewallet,2014,32,0.17,302.1,7.0
OD1964,Krithika,20,52,Female,Food Grains,Atta & Flour,West,Tamil Nadu,Cumbum,2017-11-21,17:45:52,Credit card,2387,52,0.12,119.35,3.0
OD1965,Roshan,30,44,Male,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Salem,2016-10-05,18:09:44,Cash,1213,20,0.11,97.04,6.0
OD1966,Mathew,23,37,Male,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Kanyakumari,2015-07-12,08:43:30,Cash,571,17,0.24,148.46,10.0
OD1967,Vidya,45,39,Female,Snacks,Chocolates,West,Tamil Nadu,Karur,2016-06-15,17:57:19,Ewallet,1572,7,0.28,550.2,9.0
OD1968,Jonas,18,37,Male,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Karur,2015-08-08,14:16:47,Credit card,1835,28,0.1,605.55,1.0
OD1969,Jackson,16,69,Male,Bakery,Cakes,West,Tamil Nadu,Viluppuram,2017-12-22,16:35:50,Credit card,1531,12,0.12,153.1,1.0
OD1970,Veena,42,40,Female,Oil & Masala,Masalas,West,Tamil Nadu,Nagercoil,2018-11-03,13:21:27,Cash,2404,36,0.24,312.52,10.0
OD1971,Veena,42,40,Female,Food Grains,Rice,West,Tamil Nadu,Vellore,2015-11-04,10:52:06,Credit card,1751,19,0.22,525.3,3.0
OD1972,Ganesh,11,44,Male,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Namakkal,2017-02-05,13:07:34,Ewallet,927,5,0.18,83.43,2.0
OD1973,Roshan,30,44,Male,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Namakkal,2017-10-18,18:15:19,Ewallet,1171,52,0.34,421.56,1.0
OD1974,Hussain,15,18,Male,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Coimbatore,2017-12-16,11:04:27,Ewallet,1352,31,0.34,554.32,7.0
OD1975,Peer,25,51,Female,Beverages,Health Drinks,West,Tamil Nadu,Trichy,2016-02-09,13:33:08,Ewallet,530,21,0.25,201.4,10.0
OD1976,Akash,3,36,Male,Beverages,Soft Drinks,West,Tamil Nadu,Ooty,2018-11-20,13:37:22,Credit card,722,11,0.15,267.14,2.0
OD1977,Arutra,8,34,Female,Bakery,Breads & Buns,West,Tamil Nadu,Dharmapuri,2015-09-27,16:21:06,Cash,534,25,0.21,112.14,10.0
OD1978,Peer,25,51,Female,Snacks,Noodles,West,Tamil Nadu,Tenkasi,2015-09-10,13:26:18,Credit card,1016,12,0.19,111.76,1.0
OD1979,Akash,3,36,Male,Oil & Masala,Masalas,West,Tamil Nadu,Coimbatore,2015-09-08,09:52:54,Cash,583,23,0.21,215.71,10.0
OD1980,Akash,3,36,Male,Bakery,Cakes,West,Tamil Nadu,Salem,2016-12-11,08:29:09,Cash,1682,49,0.17,386.86,10.0
OD1981,Sudha,38,31,Female,Food Grains,Rice,West,Tamil Nadu,Trichy,2018-12-19,17:59:34,Ewallet,1665,15,0.2,599.4,3.0
OD1982,Haseena,14,27,Female,Beverages,Health Drinks,West,Tamil Nadu,Karur,2015-12-21,12:06:05,Credit card,782,48,0.19,250.24,1.0
OD1983,Shah,33,26,Male,Oil & Masala,Masalas,West,Tamil Nadu,Karur,2017-05-26,14:52:14,Cash,2344,18,0.22,726.64,10.0
OD1984,Malik,22,74,Male,Oil & Masala,Masalas,West,Tamil Nadu,Pudukottai,2018-11-13,13:53:48,Cash,2176,26,0.25,108.8,10.0
OD1985,Shree,36,34,Female,Food Grains,Atta & Flour,West,Tamil Nadu,Coimbatore,2017-08-23,19:56:42,Cash,1880,32,0.34,357.2,8.0
OD1986,Sheeba,35,78,Female,Snacks,Chocolates,West,Tamil Nadu,Kanyakumari,2016-06-15,18:22:15,Cash,1743,26,0.34,331.17,5.0
OD1987,Adavan,1,31,Male,Snacks,Noodles,West,Tamil Nadu,Namakkal,2016-12-06,12:56:09,Ewallet,1030,22,0.26,247.2,6.0
OD1988,Sharon,34,66,Female,Snacks,Cookies,West,Tamil Nadu,Theni,2017-12-17,16:35:30,Credit card,1875,35,0.3,300.0,5.0
OD1989,Yadav,49,53,Male,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Vellore,2017-04-12,15:16:54,Ewallet,2233,2,0.19,513.59,10.0
OD1990,Hafiz,12,48,Male,Oil & Masala,Masalas,West,Tamil Nadu,Ooty,2018-08-27,10:15:22,Ewallet,1206,5,0.22,108.54,7.0
OD1991,Sheeba,35,78,Female,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Salem,2016-12-11,08:10:12,Credit card,1517,56,0.11,530.95,5.0
OD1992,Willams,48,24,Male,"Eggs, Meat & Fish",Fish,West,Tamil Nadu,Tirunelveli,2017-09-25,13:03:12,Ewallet,2266,32,0.12,906.4,2.0
OD1993,Adavan,1,31,Male,Fruits & Veggies,Fresh Fruits,West,Tamil Nadu,Virudhunagar,2016-08-02,14:39:45,Credit card,981,19,0.26,245.25,1.0
OD1994,Sundar,39,42,Male,Oil & Masala,Masalas,West,Tamil Nadu,Nagercoil,2018-07-18,14:57:09,Credit card,1796,16,0.26,287.36,8.0
OD1995,Sudeep,37,71,Male,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Tenkasi,2016-12-11,16:14:03,Cash,1867,36,0.24,112.02,2.0
OD1996,Hafiz,12,48,Male,Beverages,Health Drinks,West,Tamil Nadu,Madurai,2016-10-05,09:38:00,Cash,1773,16,0.23,531.9,10.0
OD1997,James,17,33,Male,Bakery,Cakes,West,Tamil Nadu,Ramanadhapuram,2018-09-23,08:28:29,Ewallet,596,5,0.17,35.76,1.0
OD1998,Kumar,21,22,Male,Bakery,Cakes,West,Tamil Nadu,Nagercoil,2016-12-11,11:23:15,Cash,835,17,0.2,91.85,10.0
OD1999,Shah,33,26,Male,Bakery,Breads & Buns,West,Tamil Nadu,Karur,2018-10-02,08:40:59,Cash,2399,14,0.12,1079.55,4.0
OD2000,Mathew,23,37,Male,Beverages,Health Drinks,West,Tamil Nadu,Viluppuram,2016-12-24,11:15:37,Ewallet,2314,7,0.34,509.08,4.0
OD2001,Amy,6,17,Female,Bakery,Breads & Buns,West,Tamil Nadu,Nagercoil,2018-12-19,15:10:17,Credit card,1158,49,0.22,382.14,1.0
OD2002,Sundar,39,42,Male,"Eggs, Meat & Fish",Fish,Central,Tamil Nadu,Perambalur,2016-02-08,12:34:07,Cash,948,13,0.16,398.16,1.0
OD2003,Sudha,38,31,Female,Snacks,Noodles,Central,Tamil Nadu,Coimbatore,2015-12-20,17:29:14,Cash,852,16,0.22,340.8,9.0
OD2004,Ravi,28,28,Male,Food Grains,Organic Staples,Central,Tamil Nadu,Chennai,2016-02-08,13:27:31,Credit card,969,15,0.34,145.35,1.0
OD2005,Vince,46,40,Male,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Madurai,2016-12-11,17:44:59,Ewallet,781,8,0.16,218.68,1.0
OD2006,Mathew,23,37,Male,Beverages,Soft Drinks,Central,Tamil Nadu,Tirunelveli,2018-10-03,11:55:54,Credit card,1676,5,0.32,234.64,1.0
OD2007,Ridhesh,29,12,Male,Fruits & Veggies,Fresh Vegetables,Central,Tamil Nadu,Pudukottai,2018-03-30,08:18:39,Ewallet,1054,24,0.25,179.18,8.0
OD2008,Amrish,5,30,Male,Bakery,Cakes,Central,Tamil Nadu,Viluppuram,2016-02-08,16:08:18,Cash,626,19,0.1,175.28,2.0
OD2009,Willams,48,24,Male,Beverages,Soft Drinks,Central,Tamil Nadu,Krishnagiri,2015-08-22,19:29:25,Cash,1119,25,0.17,402.84,8.0
OD2010,Kumar,21,22,Male,Beverages,Soft Drinks,Central,Tamil Nadu,Vellore,2018-11-02,15:07:26,Cash,2301,17,0.23,391.17,5.0
OD2011,Kumar,21,22,Male,Oil & Masala,Spices,Central,Tamil Nadu,Kanyakumari,2018-11-23,15:34:20,Cash,2427,48,0.33,412.59,9.0
OD2012,Anu,7,27,Female,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Tenkasi,2015-12-20,11:38:52,Cash,2053,57,0.29,492.72,2.0
OD2013,Hafiz,12,48,Male,Snacks,Noodles,Central,Tamil Nadu,Namakkal,2015-06-22,09:51:53,Ewallet,1728,26,0.31,501.12,4.0
OD2014,Rumaiza,31,19,Female,Bakery,Cakes,Central,Tamil Nadu,Dindigul,2015-06-22,09:59:19,Ewallet,1204,4,0.16,72.24,7.0
OD2015,Sudha,38,31,Female,Food Grains,Dals & Pulses,Central,Tamil Nadu,Chennai,2015-12-01,14:03:49,Credit card,1934,40,0.16,348.12,9.0
OD2016,Verma,43,49,Female,"Eggs, Meat & Fish",Mutton,Central,Tamil Nadu,Chennai,2016-08-07,09:58:16,Ewallet,1730,15,0.28,778.5,10.0
OD2017,Rumaiza,31,19,Female,Oil & Masala,Masalas,Central,Tamil Nadu,Perambalur,2016-12-27,12:53:12,Ewallet,2011,3,0.2,744.07,10.0
OD2018,Sundar,39,42,Male,Beverages,Health Drinks,Central,Tamil Nadu,Ramanadhapuram,2018-11-02,17:21:11,Ewallet,1340,25,0.29,214.4,2.0
OD2019,Jonas,18,37,Male,Bakery,Biscuits,Central,Tamil Nadu,Viluppuram,2018-08-27,18:56:09,Cash,2062,10,0.11,371.16,5.0
OD2020,Shah,33,26,Male,Snacks,Chocolates,Central,Tamil Nadu,Tenkasi,2017-03-14,14:53:07,Cash,762,12,0.15,297.18,1.0
OD2021,Sabeela,32,56,Female,Bakery,Biscuits,Central,Tamil Nadu,Bodi,2017-09-06,08:28:52,Credit card,978,11,0.21,195.6,1.0
OD2022,Mathew,23,37,Male,Food Grains,Organic Staples,Central,Tamil Nadu,Ramanadhapuram,2018-09-18,10:43:49,Ewallet,2068,24,0.16,889.24,10.0
OD2023,Esther,10,62,Male,Snacks,Cookies,Central,Tamil Nadu,Kanyakumari,2016-12-05,17:34:28,Cash,566,22,0.3,169.8,1.0
OD2024,Hussain,15,18,Male,Oil & Masala,Masalas,Central,Tamil Nadu,Perambalur,2015-05-04,14:09:55,Cash,1347,6,0.31,444.51,10.0
OD2025,Anu,7,27,Female,Beverages,Soft Drinks,Central,Tamil Nadu,Madurai,2016-06-25,10:55:41,Credit card,1972,32,0.24,769.08,3.0
OD2026,James,17,33,Male,Fruits & Veggies,Fresh Vegetables,Central,Tamil Nadu,Perambalur,2017-06-18,13:25:49,Ewallet,1074,6,0.34,289.98,10.0
OD2027,Alan,4,22,Male,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Bodi,2015-07-11,16:08:53,Credit card,1818,11,0.23,781.74,1.0
OD2028,Arvind,9,46,Male,Fruits & Veggies,Organic Vegetables,Central,Tamil Nadu,Perambalur,2018-05-14,14:14:59,Cash,2230,30,0.25,869.7,1.0
OD2029,Ganesh,11,44,Male,Oil & Masala,Spices,Central,Tamil Nadu,Vellore,2018-12-03,12:08:53,Cash,900,69,0.15,99.0,9.0
OD2030,James,17,33,Male,Food Grains,Dals & Pulses,Central,Tamil Nadu,Cumbum,2018-09-18,16:11:24,Credit card,2174,42,0.29,934.82,7.0
OD2031,Ramesh,27,39,Male,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Bodi,2018-08-07,17:48:11,Cash,690,10,0.33,41.4,10.0
OD2032,Akash,3,36,Male,Beverages,Soft Drinks,Central,Tamil Nadu,Krishnagiri,2018-12-24,15:22:59,Ewallet,2096,15,0.35,670.72,1.0
OD2033,Aditi,2,23,Female,"Eggs, Meat & Fish",Chicken,Central,Tamil Nadu,Coimbatore,2018-01-26,12:38:23,Ewallet,1693,28,0.21,372.46,1.0
OD2034,Jackson,16,69,Male,Fruits & Veggies,Fresh Vegetables,Central,Tamil Nadu,Karur,2018-04-03,11:28:09,Cash,1610,35,0.15,627.9,2.0
OD2035,Sharon,34,66,Female,Oil & Masala,Masalas,Central,Tamil Nadu,Madurai,2017-05-17,16:49:23,Cash,2436,6,0.31,730.8,1.0
OD2036,Amy,6,17,Female,Bakery,Cakes,Central,Tamil Nadu,Theni,2018-09-24,11:46:26,Cash,561,22,0.22,241.23,3.0
OD2037,Muneer,24,33,Male,Beverages,Health Drinks,Central,Tamil Nadu,Pudukottai,2018-10-13,18:58:28,Ewallet,1473,6,0.33,456.63,1.0
OD2038,Jonas,18,37,Male,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Ramanadhapuram,2018-05-14,15:49:03,Credit card,697,4,0.31,195.16,10.0
OD2039,Ridhesh,29,12,Male,Bakery,Biscuits,Central,Tamil Nadu,Cumbum,2016-06-25,13:08:15,Ewallet,1385,3,0.13,290.85,6.0
OD2040,Arutra,8,34,Female,Food Grains,Dals & Pulses,Central,Tamil Nadu,Salem,2015-06-03,16:16:23,Ewallet,794,7,0.22,277.9,1.0
OD2041,Sudeep,37,71,Male,"Eggs, Meat & Fish",Fish,Central,Tamil Nadu,Vellore,2015-06-30,11:51:03,Cash,1009,39,0.34,100.9,10.0
OD2042,Ravi,28,28,Male,"Eggs, Meat & Fish",Chicken,Central,Tamil Nadu,Madurai,2015-06-03,11:42:49,Cash,2368,25,0.2,663.04,9.0
OD2043,Sheeba,35,78,Female,Snacks,Noodles,Central,Tamil Nadu,Kanyakumari,2017-11-17,19:52:09,Ewallet,950,11,0.18,247.0,4.0
OD2044,Alan,4,22,Male,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Trichy,2018-05-14,09:42:38,Cash,1787,16,0.34,214.44,2.0
OD2045,Sundar,39,42,Male,Snacks,Cookies,Central,Tamil Nadu,Madurai,2018-11-19,17:00:19,Cash,1000,5,0.26,440.0,2.0
OD2046,Malik,22,74,Male,Bakery,Biscuits,Central,Tamil Nadu,Perambalur,2018-01-20,15:31:55,Credit card,938,32,0.26,93.8,6.0
OD2047,Ganesh,11,44,Male,"Eggs, Meat & Fish",Chicken,Central,Tamil Nadu,Trichy,2015-11-18,15:11:20,Cash,1094,20,0.28,229.74,7.0
OD2048,Hussain,15,18,Male,Food Grains,Organic Staples,Central,Tamil Nadu,Perambalur,2015-05-04,10:09:51,Ewallet,1399,19,0.14,139.9,10.0
OD2049,Ridhesh,29,12,Male,Snacks,Cookies,Central,Tamil Nadu,Theni,2017-12-29,18:48:46,Credit card,1445,20,0.23,346.8,7.0
OD2050,Shree,36,34,Female,Snacks,Chocolates,Central,Tamil Nadu,Dindigul,2015-09-01,19:33:28,Cash,1716,16,0.3,514.8,10.0
OD2051,Mathew,23,37,Male,Beverages,Soft Drinks,Central,Tamil Nadu,Madurai,2017-03-14,09:18:40,Ewallet,1382,11,0.12,497.52,1.0
OD2052,Akash,3,36,Male,Bakery,Breads & Buns,Central,Tamil Nadu,Madurai,2017-06-15,10:33:22,Cash,1554,44,0.35,497.28,10.0
OD2053,Arvind,9,46,Male,Beverages,Soft Drinks,Central,Tamil Nadu,Tirunelveli,2016-10-23,15:04:25,Ewallet,2302,27,0.23,667.58,10.0
OD2054,Hafiz,12,48,Male,Beverages,Health Drinks,Central,Tamil Nadu,Trichy,2017-05-17,18:36:17,Credit card,624,6,0.23,106.08,4.0
OD2055,Krithika,20,52,Female,Fruits & Veggies,Fresh Vegetables,Central,Tamil Nadu,Trichy,2017-08-18,08:36:32,Ewallet,1610,14,0.23,563.5,5.0
OD2056,Anu,7,27,Female,Food Grains,Atta & Flour,Central,Tamil Nadu,Krishnagiri,2015-12-02,18:59:20,Credit card,1331,12,0.35,266.2,1.0
OD2057,Amy,6,17,Female,Snacks,Noodles,Central,Tamil Nadu,Dharmapuri,2017-05-17,12:08:23,Cash,1252,2,0.22,212.84,7.0
OD2058,Amy,6,17,Female,Beverages,Soft Drinks,Central,Tamil Nadu,Namakkal,2018-01-15,19:09:03,Cash,766,19,0.11,137.88,1.0
OD2059,Sheeba,35,78,Female,Bakery,Biscuits,Central,Tamil Nadu,Nagercoil,2017-08-18,13:49:25,Ewallet,1163,34,0.32,441.94,6.0
OD2060,Shah,33,26,Male,Oil & Masala,Spices,Central,Tamil Nadu,Vellore,2015-12-27,18:24:21,Credit card,885,46,0.18,115.05,10.0
OD2061,Mathew,23,37,Male,Food Grains,Rice,Central,Tamil Nadu,Pudukottai,2015-11-22,08:26:42,Cash,632,0,0.34,233.84,7.0
OD2062,Amrish,5,30,Male,Snacks,Noodles,Central,Tamil Nadu,Chennai,2018-12-11,11:47:55,Ewallet,1778,30,0.21,551.18,1.0
OD2063,Alan,4,22,Male,"Eggs, Meat & Fish",Chicken,Central,Tamil Nadu,Salem,2018-06-29,18:30:31,Cash,1547,41,0.29,340.34,5.0
OD2064,Ramesh,27,39,Male,Bakery,Biscuits,Central,Tamil Nadu,Tirunelveli,2016-09-27,15:54:08,Ewallet,991,13,0.35,356.76,2.0
OD2065,Veronica,44,26,Female,Fruits & Veggies,Organic Fruits,Central,Tamil Nadu,Tirunelveli,2017-09-30,18:15:35,Ewallet,1995,10,0.33,558.6,1.0
OD2066,Malik,22,74,Male,Beverages,Health Drinks,Central,Tamil Nadu,Vellore,2016-06-25,11:15:23,Ewallet,615,16,0.22,258.3,9.0
OD2067,Yadav,49,53,Male,Oil & Masala,Spices,Central,Tamil Nadu,Namakkal,2017-10-10,16:12:01,Credit card,2114,14,0.33,803.32,5.0
OD2068,Sabeela,32,56,Female,Beverages,Soft Drinks,Central,Tamil Nadu,Bodi,2015-11-18,08:22:05,Cash,989,64,0.12,375.82,4.0
OD2069,Malik,22,74,Male,"Eggs, Meat & Fish",Mutton,Central,Tamil Nadu,Krishnagiri,2015-09-01,15:44:19,Cash,663,6,0.3,92.82,10.0
OD2070,Yadav,49,53,Male,Food Grains,Rice,Central,Tamil Nadu,Virudhunagar,2018-10-13,13:47:37,Credit card,1290,21,0.27,464.4,8.0
OD2071,Yusuf,50,57,Male,Bakery,Breads & Buns,Central,Tamil Nadu,Karur,2016-11-29,19:27:49,Cash,1116,20,0.18,122.76,8.0
OD2072,Hussain,15,18,Male,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Perambalur,2018-01-15,15:12:28,Cash,1937,19,0.23,464.88,4.0
OD2073,Verma,43,49,Female,Fruits & Veggies,Organic Fruits,Central,Tamil Nadu,Virudhunagar,2017-08-28,18:42:22,Cash,969,10,0.11,184.11,3.0
OD2074,Sudha,38,31,Female,Bakery,Cakes,Central,Tamil Nadu,Madurai,2017-08-04,11:47:38,Ewallet,2056,54,0.14,431.76,9.0
OD2075,Krithika,20,52,Female,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Pudukottai,2015-05-27,16:57:35,Cash,2351,30,0.1,987.42,10.0
OD2076,Shah,33,26,Male,Beverages,Soft Drinks,Central,Tamil Nadu,Trichy,2018-11-19,14:22:05,Cash,2183,1,0.19,480.26,1.0
OD2077,Krithika,20,52,Female,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Coimbatore,2018-11-26,11:23:36,Credit card,537,0,0.12,161.1,1.0
OD2078,Ridhesh,29,12,Male,Beverages,Soft Drinks,Central,Tamil Nadu,Tirunelveli,2015-08-15,15:35:58,Cash,1534,15,0.1,475.54,1.0
OD2079,Adavan,1,31,Male,Snacks,Cookies,Central,Tamil Nadu,Ramanadhapuram,2017-08-28,15:58:00,Cash,2434,26,0.13,803.22,10.0
OD2080,Jackson,16,69,Male,Bakery,Biscuits,East,Tamil Nadu,Nagercoil,2015-09-20,19:53:26,Credit card,2252,16,0.12,788.2,4.0
OD2081,Veena,42,40,Female,Bakery,Biscuits,East,Tamil Nadu,Karur,2015-09-02,19:49:32,Credit card,2122,33,0.22,212.2,10.0
OD2082,Hussain,15,18,Male,Oil & Masala,Spices,East,Tamil Nadu,Namakkal,2017-10-17,19:34:32,Ewallet,1739,29,0.26,86.95,1.0
OD2083,Rumaiza,31,19,Female,Bakery,Cakes,East,Tamil Nadu,Madurai,2017-02-14,12:54:04,Cash,1829,13,0.29,475.54,10.0
OD2084,Krithika,20,52,Female,Oil & Masala,Masalas,East,Tamil Nadu,Cumbum,2017-11-24,13:04:46,Ewallet,1491,1,0.17,387.66,10.0
OD2085,Ram,26,39,Male,Snacks,Chocolates,East,Tamil Nadu,Coimbatore,2017-03-09,16:31:29,Ewallet,2383,16,0.29,119.15,10.0
OD2086,Amrish,5,30,Male,Bakery,Biscuits,East,Tamil Nadu,Tirunelveli,2018-03-13,19:15:06,Credit card,968,43,0.12,174.24,3.0
OD2087,Kumar,21,22,Male,Food Grains,Dals & Pulses,East,Tamil Nadu,Ramanadhapuram,2016-05-30,09:49:44,Ewallet,1762,74,0.15,299.54,3.0
OD2088,Veronica,44,26,Female,Oil & Masala,Spices,East,Tamil Nadu,Theni,2015-06-06,09:50:53,Cash,1623,6,0.35,194.76,1.0
OD2089,Amy,6,17,Female,Fruits & Veggies,Organic Fruits,East,Tamil Nadu,Ooty,2018-03-13,08:37:36,Cash,1536,25,0.1,307.2,5.0
OD2090,Malik,22,74,Male,"Eggs, Meat & Fish",Eggs,East,Tamil Nadu,Nagercoil,2017-04-14,13:30:14,Ewallet,829,23,0.14,339.89,9.0
OD2091,Adavan,1,31,Male,Snacks,Chocolates,East,Tamil Nadu,Dharmapuri,2018-04-30,09:22:32,Cash,828,4,0.33,281.52,1.0
OD2092,Amrish,5,30,Male,Food Grains,Dals & Pulses,East,Tamil Nadu,Pudukottai,2017-05-17,16:03:42,Ewallet,1308,17,0.3,366.24,4.0
OD2093,Sudha,38,31,Female,Bakery,Breads & Buns,East,Tamil Nadu,Viluppuram,2018-10-12,10:32:11,Credit card,1441,23,0.25,605.22,7.0
OD2094,Suresh,40,45,Male,Oil & Masala,Edible Oil & Ghee,East,Tamil Nadu,Dharmapuri,2016-10-20,19:30:28,Cash,2305,9,0.35,161.35,1.0
OD2095,Adavan,1,31,Male,Fruits & Veggies,Organic Vegetables,East,Tamil Nadu,Dharmapuri,2017-11-24,08:09:30,Cash,1803,17,0.26,432.72,5.0
OD2096,Malik,22,74,Male,Beverages,Soft Drinks,East,Tamil Nadu,Krishnagiri,2017-11-07,15:08:15,Ewallet,556,10,0.18,111.2,3.0
OD2097,Veronica,44,26,Female,Fruits & Veggies,Fresh Fruits,East,Tamil Nadu,Vellore,2018-09-07,10:03:47,Credit card,2335,11,0.18,677.15,7.0
OD2098,Sudeep,37,71,Male,Beverages,Soft Drinks,East,Tamil Nadu,Dharmapuri,2017-12-04,16:38:57,Cash,1324,15,0.34,66.2,9.0
